colorscale,index,R,G,B,L,C,H
tab20b,8,0.807843137254902,0.8588235294117647,0.611764705882353,85.09077081036503,33.010906641190765,116.28979764973487
tab20b,9,0.5490196078431373,0.42745098039215684,0.19215686274509805,47.924717147844895,37.79656853644335,81.96966124257632
tab20b,10,0.7411764705882353,0.6196078431372549,0.2235294117647059,66.18951635127522,54.755460327521284,89.47277954308674
tab20b,11,0.9058823529411765,0.7294117647058823,0.3215686274509804,77.7083396562723,57.552400565130554,84.89432754723015
tab20b,12,0.9058823529411765,0.796078431372549,0.5803921568627451,82.82850232681459,31.140509920477857,86.11224689609365
tab20b,13,0.5176470588235295,0.23529411764705882,0.2235294117647059,34.870273421540055,34.910086229528,28.57362645799173
tab20b,14,0.6784313725490196,0.28627450980392155,0.2901960784313726,44.44115871898921,45.68031345814728,26.046165957658086
tab20b,15,0.8392156862745098,0.3803921568627451,0.4196078431372549,55.99769061721162,49.90016995778158,20.015009580171157
tab20b,16,0.9058823529411765,0.5882352941176471,0.611764705882353,70.31905362327436,32.6177404605769,17.00777904565476
tab20b,17,0.4823529411764706,0.2549019607843137,0.45098039215686275,36.423389988628124,37.26874230172412,331.19948749903966
tab20b,18,0.6470588235294118,0.3176470588235294,0.5803921568627451,47.005495331875956,48.51916484785072,333.9586254565398
tab20b,19,0.807843137254902,0.42745098039215684,0.7411764705882353,59.64883580639486,55.09724497662305,332.6883882144197
tab20b,20,0.8705882352941177,0.6196078431372549,0.8392156862745098,72.7864426322829,37.801990050086054,329.7583579030791
tab20c,1,0.19215686274509805,0.5098039215686274,0.7411764705882353,52.16447794621813,38.13949764149481,263.3754432874778
tab20c,2,0.4196078431372549,0.6823529411764706,0.8392156862745098,68.20521661075523,28.735280188105218,248.88870044758033
tab20c,3,0.6196078431372549,0.792156862745098,0.8823529411764706,79.00943395497512,18.512696324441464,240.45791646275896
tab20c,4,0.7764705882352941,0.8588235294117647,0.9372549019607843,86.454377878116,12.485113300387145,256.4775468255144
tab20c,5,0.9019607843137255,0.3333333333333333,0.050980392156862744,55.434192996542876,82.6269700549223,49.45623617146781
tab20c,6,0.9921568627450981,0.5529411764705883,0.23529411764705882,69.65641463501426,69.8104596728314,58.29040858410652
tab20c,7,0.9921568627450981,0.6823529411764706,0.4196078431372549,77.4120822537112,50.758222195272104,64.08007734122114
tab20c,8,0.9921568627450981,0.8156862745098039,0.6352941176470588,86.30825528301352,30.377920188002765,71.46649006527082
tab20c,9,0.19215686274509805,0.6392156862745098,0.32941176470588235,59.421457649129835,58.67773492096283,147.0301096525354
tab20c,10,0.4549019607843137,0.7686274509803922,0.4627450980392157,72.5609495734406,51.40015973910562,141.99204602603618
tab20c,11,0.6313725490196078,0.8509803921568627,0.6078431372549019,81.60278051017615,38.822012749630424,140.09243516342997
tab20c,12,0.7803921568627451,0.9137254901960784,0.7529411764705882,89.0285885339209,24.723244650030907,138.7991882845369
tab20c,13,0.4588235294117647,0.4196078431372549,0.6941176470588235,48.84855368171378,41.34777607095092,299.67536943951905
tab20c,14,0.6196078431372549,0.6039215686274509,0.7843137254901961,65.39692685826756,25.653096886730168,295.8393382777558
tab20c,15,0.7372549019607844,0.7411764705882353,0.8627450980392157,77.4321813536177,16.640582968033346,290.4966974312698
tab20c,16,0.8549019607843137,0.8549019607843137,0.9215686274509803,87.50743843428077,8.892892020829317,290.8917312205012
tab20c,17,0.38823529411764707,0.38823529411764707,0.38823529411764707,41.96467855749146,0.004284276892927986,266.92857722029146
tab20c,18,0.5882352941176471,0.5882352941176471,0.5882352941176471,62.08216676441158,0.005771197756004731,266.9285772199913
tab20c,19,0.7411764705882353,0.7411764705882353,0.7411764705882353,76.61118358711235,0.00684506433475115,266.9285772202311
tab20c,20,0.8509803921568627,0.8509803921568627,0.8509803921568627,86.69540273622937,0.007590407674166996,266.92857722007557
